komentar,kantor,letak,rating,sentimen,komentar_clean
pelayanan lama dan jelek sekali. pegawai terlihat tidak pintar. bank ini harus tutup,Maybank Kota Wisata,Kabupaten Bogor,1,negatif,pelayanan jelek sekali. pegawai pintar. bank tutup
"pelayanan customer service maybank kota wisata mengecewakan sudah antri jam giliran dapat nmr antrian mlah d duluin yang laen kita sruh nunggu lagi, aturan mcam apa itu",Maybank Kota Wisata,Kabupaten Bogor,1,negatif,"pelayanan customer service maybank kota wisata mengecewakan antri jam giliran nmr antrian mlah duluin laen sruh nunggu lagi, aturan mcam"
sering sekali dibikinin kartu kredit tanpa sepengetahuan nasabah.tahudi mu nongol ada kartu kredit.karyawanya maksa nasabah hrs pnya kartu kredit,Maybank,Kota Cirebon,1,negatif,dibikinin kartu kredit sepengetahuan nasabah.tahudi mu nongol kartu kredit.karyawanya maksa nasabah hrs pnya kartu kredit
telat banget kerja proses,Maybank,Kota Cirebon,1,negatif,telat banget kerja proses
rewel,Maybank,Kota Cirebon,1,negatif,rewel
sangat mengecewakan pelayananya sangat lambat.,Maybank,Kota Cirebon,1,negatif,mengecewakan pelayananya lambat.
"bad service,pelayananya lama banget.",Maybank,Kota Cirebon,1,negatif,"bad service,pelayananya banget."
susah banget nyari lokasinya,Maybank,Kota Cirebon,1,negatif,susah banget nyari lokasinya
gak ada csnya semua libur susah di telpon,PT Bank Maybank Indonesia Tbk,Kota Bogor,1,negatif,gak csnya libur susah telpon
"data customor bocor, ke pihak alianz, risih di telponin",PT Bank Maybank Indonesia Tbk,Kota Bogor,1,negatif,"data customor bocor, alianz, risih telponin"
lama pol,Bank Maybank,Kota Bogor,1,negatif,pol
"tidak ada yang antri tapi , lama banget . di tanya jwbnya knpa lama ini itu terus lucunya lagi pas ada pembayaran tidak di kasih struk lagi heran banget tolong dongs di perbaiki malu sama reting rendah tapi tidak di perbaiki",Bank Maybank,Kota Bogor,1,negatif,"antri , banget . jwbnya knpa lucunya pas pembayaran kasih struk heran banget tolong dongs perbaiki malu reting rendah perbaiki"
"pelayanan customer service lelet. dateng jam setengah , nasabah customer service hanya , sampai jam setengah tidak dilayani dan banyak ter-skip. pelayanya juga cuek dan tidak solutif. kalau bukan terpaksa, saya tidak akan mau berurusan dengan maybank. shame on you.",Bank Maybank,Kota Bogor,1,negatif,"pelayanan customer service lelet. dateng jam , nasabah customer service , jam dilayani ter-skip. pelayanya cuek solutif. terpaksa, berurusan maybank. shame you."
tidak banget pelayananya,Bank Maybank,Kota Bogor,1,negatif,banget pelayananya
"ke cabang ini rencananya mau ke customer service untuk ganti kartu atm yang sudah expired. dengan antrean sekitar orang lagi harusnya. harapanya tidak lama dong. tapi eh ternyata nunggu antreanya . jam aja dong tolong diperbaiki sla dalam pelayanan nasabah. harusnya misal buka rekening menit tambah cros seling - menit rasanya cukup ya. ini sepertinya segala yang dinput formnya harus disi dulu semua? dinput disystem plus diprint dl semua? belum pas cros seling asuransi dsb. mau marah tidak bisa hanya bisa kesel aja… pas giliran saya pun kirain cepet, ternayata harus pengkinian data dl dan semuanya habis makan waktu kurang lebih sejam-an lebih juga ‍untung kebantu aja sama ramahnya aja sih. jadi berpikir untuk pindah bank nih",Bank Maybank,Kota Bogor,2,negatif,"cabang rencananya customer service ganti kartu atm expired. antrean orang harusnya. harapanya dong. eh nunggu antreanya . jam aja tolong diperbaiki sla pelayanan nasabah. buka rekening menit cros seling - menit ya. dinput formnya disi semua? dinput disystem plus diprint dl semua? pas cros seling asuransi dsb. marah kesel aja… pas giliran kirain cepet, ternayata pengkinian data dl habis makan sejam-an ‍untung kebantu aja ramahnya aja sih. berpikir pindah bank nih"
"menungu customer service . jam, dimana antrian masih ada di atas saya, nasabah dilayani lebih .jam menurut saya sdh tidak masuk akal, customer service hanya nasabah yang dtg juga tidak banyak. pelayanan jelek sekali, terlalu lama menungu saya tingalkan cab. pengalaman pertama dan tidak menyenangkan",Bank Maybank,Kota Bogor,1,negatif,"menungu customer service . jam, dimana antrian saya, nasabah dilayani .jam sdh masuk akal, customer service nasabah dtg banyak. pelayanan jelek sekali, menungu tingalkan cab. pengalaman menyenangkan"
"bank pelit ,nga ada welcome drink aqua aqua gelas ke.mau pelunasan berasa kaya pengemis.mau lunasin di percepat nih bos sebelum tahun baru setahun bayar.pelayanan kagak jelas nunggu sampai jam malah telpon telponan sm orang lain yang urusnya.tetep yang ramah cuma security.kagak akan pake mybank lagi! buat kredit apapun.‍",Bank Maybank,Kota Bogor,1,negatif,"bank pelit ,nga welcome drink aqua aqua gelas ke.mau pelunasan berasa kaya pengemis.mau lunasin percepat nih bos setahun bayar.pelayanan kagak nunggu jam telpon telponan sm orang urusnya.tetep ramah security.kagak pake mybank lagi! kredit apapun.‍"
lama ya pelayananya,Bank Maybank,Kota Bogor,1,negatif,ya pelayananya
cabang ini hinga terucap kata “saya tidak bisa tidak bisa tidak bisa . di bibir setiap karyawan. dia bilang pergi ke bca. bank maybank tidak bisa mengirim uang ke bank maybank yang sama di malaysia. tutup sekarang dan buka restoran yang lebih baik.,Bank Maybank,Kota Bogor,1,negatif,cabang hinga terucap “saya . bibir karyawan. bilang pergi bca. bank maybank mengirim uang bank maybank malaysia. tutup buka restoran baik.
"data nasabah bocor ke alianz, risih di telponin, cma dengerin pihak asuransi tiba tanpa persetujuan nasabah masuk polis alianz.",Bank Maybank,Kota Bogor,1,negatif,"data nasabah bocor alianz, risih telponin, cma dengerin asuransi persetujuan nasabah masuk polis alianz."
emang nasabah wajib kasih uang parkir ke security? rese banget securitynya. maybank cabang ini securitynya bikin gak nyaman sumpah.,Bank Maybank,Kota Bogor,1,negatif,emang nasabah wajib kasih uang parkir security? rese banget securitynya. maybank cabang securitynya bikin gak nyaman sumpah.
pak bisa tidak ya membuka blokir maybank di hp mhon tangapanya . terima kasih,Bank Maybank,Kota Bogor,2,negatif,ya membuka blokir maybank hp mhon tangapanya . terima kasih
biasa aja,Bank Maybank,Kota Bogor,1,negatif,aja
"meja customer service yang melayani cuma . antrian terlalu lama, nomor antrian hampir jam. belum lagi dipotong waktu istirahat siang.",KCP PAJAJARAN,Kota Bogor,1,negatif,"meja customer service melayani . antrian lama, nomor antrian jam. dipotong istirahat siang."
"dulu customer servicenya lamabat banget, perkara cuma mau ganti no hp internet bangking aja ud hari bolak balik kesini, tapi yang buat saya mau beri penilaian bintang krna maybank sering bnget nelpon” nawarin asuransi asal masukin uang ke maybank besok ya pasti di telpon, terakhir akhirnya saya g mau masukin uang ke maybank tpi masi aja ditelpon sampai ud dikosngin uang di maybank masi ditelpon lagi nawarin asuransi asli gangu banget nelpon” terus.",Maybank KCP Gejayan,Kabupaten Sleman,1,negatif,"customer servicenya lamabat banget, perkara ganti hp internet bangking aja ud bolak kesini, penilaian bintang krna maybank bnget nelpon” nawarin asuransi masukin uang maybank besok ya telpon, g masukin uang maybank tpi masi aja ditelpon ud dikosngin uang maybank masi ditelpon nawarin asuransi asli gangu banget nelpon” terus."
pelayanan tidak baik. pengurusan data salah yang input dari pihak maybank tapi dari customer yang di repotkan. di minta kelengkapan data cuma karena ada yang fotocopy tidak di angap data asli yang lain.,Maybank KCP Gejayan,Kabupaten Sleman,1,negatif,pelayanan baik. pengurusan data salah input maybank customer repotkan. kelengkapan data fotocopy angap data asli lain.
pelayanan sangat jelek bertele tele aku mau nutup rekening ribetny minta ampun customer service teler menyebalkan sekali,Maybank KCP Gejayan,Kabupaten Sleman,1,negatif,pelayanan jelek bertele tele nutup rekening ribetny ampun customer service teler menyebalkan
servicenya ok banget,Maybank KCP Gejayan,Kabupaten Sleman,1,negatif,servicenya ok banget
pelayanan sangat lama. saya punya rekening syariah tapi dibilang bukan syariah jadi saya harus antri di tempt umum. lalu setelah antri jam dengan di lempar” kesana kemari akhirnya perlu ke syariah lagi dengan proses yang sangat lama.,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,1,negatif,pelayanan lama. rekening syariah dibilang syariah antri tempt umum. antri jam lempar” kesana kemari syariah proses lama.
lama sekali,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,1,negatif,
pelayanan lama banget,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,1,negatif,pelayanan banget
bad customer service,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,1,negatif,bad customer service
very bad customer service,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,1,negatif,bad customer service
satpam tidak sopan!,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,1,negatif,satpam sopan!
kurang memuaskan,Maybank KC & KCS Yogyakarta,Kota Yogyakarta,1,negatif,memuaskan
"pelayananyq sangat lambat, orang bisa nungub jam an, padahal di teler. saran : kalau seandainya belum siap untuk pelayanan bank jangan di buka dulu deh",Maybank KC & KCS Yogyakarta,Kota Yogyakarta,1,negatif,"pelayananyq lambat, orang nungub jam an, teler. saran : seandainya pelayanan bank buka deh"
"kekecewan calon nasabah hanya karna perkara sepele dan konyol (menurut saya) kronologi: rabu - jam . saya datang ke maybank cabang sudirman jogja dengan niat membuka rekening sekaligus deposit dana. pertama saya datang komputer nomor antrian tidak berfungsi, saya tidak dapat no antrian dan diminta menungu walau tidak ada antrian/nasabah lain, lalu saya diarahkan ke customer service di posisi tengah, singkat cerita saya menjelaskan tujuan saya dengan lengkap tp di tengah penjelasan customer service saya di intrupsi oleh telpon dan di intrupsi telpon lagi lalu saya dipindahkan ke teler sebelah kananya, setelah itu saya mengulang kepentingan saya pd customer service yang baru namun ditengah penjelasan saya di intrupsi oleh telpon lagi, setelah saya sudah paham dan akan melanjutkan membuka rekening namun konyolnya maybank tidak menyediakan fasilitas wifi untuk mendaftar internet banking yang mana customer service menjelaskan kepada saya bahwa semua rekening maybank harus mendaftar mengunakan internet yang mana pada sat itu paket internet saya baru habis dan sat saya bertanya bagaimana solusi agar saya bisa mendepositkan dana saya sebesar rp.,- saya diminta untuk membeli paket internet diluar bank terlebih dahulu karena proses pembukan rekening tidak bisa disusul mengunakan internet setelahnya. untuk seukuran bank internasional yang mewajibkan pembukan rekening dengan internet hal ini sangat konyol hanya karna bank tidak memfasilitasi hal yang sangat sepele dan membuat saya harus pulang tanpa hasil karna batal membuka rekening utk mendepostikan dana saya",Maybank KC & KCS Yogyakarta,Kota Yogyakarta,1,negatif,"kekecewan calon nasabah karna perkara sepele konyol (menurut saya) kronologi: rabu - jam . maybank cabang sudirman jogja niat membuka rekening deposit dana. komputer nomor antrian berfungsi, antrian menungu antrian/nasabah lain, diarahkan customer service posisi tengah, singkat cerita tujuan lengkap tp penjelasan customer service intrupsi telpon intrupsi telpon dipindahkan teler sebelah kananya, mengulang kepentingan pd customer service ditengah penjelasan intrupsi telpon lagi, paham melanjutkan membuka rekening konyolnya maybank menyediakan fasilitas wifi mendaftar internet banking customer service rekening maybank mendaftar mengunakan internet sat paket internet habis sat solusi mendepositkan dana rp.,- membeli paket internet diluar bank proses pembukan rekening disusul mengunakan internet setelahnya. seukuran bank internasional mewajibkan pembukan rekening internet konyol karna bank memfasilitasi sepele pulang hasil karna batal membuka rekening utk mendepostikan dana"
sepi aja belagu tod,Maybank KCP Gejayan,Kabupaten Sleman,1,negatif,sepi aja belagu tod
"pelayanan lambat, bertele-tele. bank sepi, tambah sepi, merana",Maybank KCP Gejayan,Kabupaten Sleman,1,negatif,"pelayanan lambat, bertele-tele. bank sepi, sepi, merana"
"bank kecil,ga rame pelayanan minus,antrian no nunggu antrian berikutnya lamanya minta ampun,karyawan banyak ngangur pd ngapain sih? ngurus harus ke bank dimana rekening dibuka,buat beberapa cabang buat apa? pantes bank gak bisa besar seperti bank lainya,dibenahi kinerjanya",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,1,negatif,"bank kecil,ga rame pelayanan minus,antrian nunggu antrian ampun,karyawan ngangur pd ngapain sih? ngurus bank dimana rekening dibuka,buat cabang apa? pantes bank gak bank lainya,dibenahi kinerjanya"
pelayanan nya lama banget. harus extra sabar. ngantri customer service menit,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,2,negatif,pelayanan nya banget. extra sabar. ngantri customer service menit
"katanya suruh nunggu menit, pas sudah menit katanya belum ke selesai sistemnya malah suruh pulang karena gabisa njamin selesai jam berapa, minta nomor ktanya mau ngehubungin eh smpai sekarang kagak di hubungin",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,1,negatif,"suruh nunggu menit, pas menit selesai sistemnya suruh pulang gabisa njamin selesai jam berapa, nomor ktanya ngehubungin eh smpai kagak hubungin"
"sudah x ke sana enga jadi jadi malah di bikin pusing ,disuruh ke cabang yang lain hampir jam enga ada hasilnya heu",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,1,negatif,"x enga bikin pusing ,disuruh cabang jam enga hasilnya heu"
"customer service betul betul tidak membantu dan sangat berbelit, tolong segera evaluasi karena saya mengurus rekening giro sudah satu tahun di maybank ini tidak selesai setelah melihat review sudah tahun customer service a.n ajeng tidak komunikatif sama sekali",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,1,negatif,"customer service membantu berbelit, tolong evaluasi mengurus rekening giro maybank selesai review customer service a.n ajeng komunikatif"
"tingkatkan pelayanan yang cepat, jangan lelet",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,1,negatif,"tingkatkan pelayanan cepat, lelet"
customer service ajeng slow respon parah,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,1,negatif,customer service ajeng slow respon parah
customer service ramah teler yang tidak kerudung aneh,Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,1,negatif,customer service ramah teler kerudung aneh
"pelayanan terburuk yang pernah saya alami, urus pembukan rekening smpai jam lebih prosesnya. uang tsb saya gunakan untuk pembayaran rumah sakit kerabat yang akan operasi karena keadan kritis. jijik banget dengan pelayanan maybank dan jadi trauma dengan maybank",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,1,negatif,"pelayanan terburuk alami, urus pembukan rekening smpai jam prosesnya. uang tsb pembayaran rumah sakit kerabat operasi keadan kritis. jijik banget pelayanan maybank trauma maybank"
"pelayanan customer service yang namanya ajeng jelek banget dan jutek n tidak melayani / sampai tuntas konsumen na, coz saya belum selesai masa sudah dipangil konsumen berikutnya, kalau pelayanan satpamnya sih sudah bagus",Maybank KCP Jl Brigjend Katamso,Kota Yogyakarta,1,negatif,"pelayanan customer service namanya ajeng jelek banget jutek n melayani / tuntas konsumen na, coz selesai dipangil konsumen berikutnya, pelayanan satpamnya sih bagus"
aduh saya nunggu customer service di sini sampai jam. padahal antrian cuma orang. kayaknya kurang staf cabang ini,"Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,1,negatif,aduh nunggu customer service jam. antrian orang. kayaknya staf cabang
lelet,"Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,1,negatif,lelet
hari ini saya kecewa dengan pelayananya.transaksi sampai jam menit. entah apa yang salah. males dah transaksi lagi d sini.,"Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,1,negatif,kecewa pelayananya.transaksi jam menit. salah. males dah transaksi sini.
security tidak membantu nasabah untuk parkir dan keluar kendaran.,"Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,2,negatif,security membantu nasabah parkir kendaran.
utk pelayanan informasi lewat telp melalui utk nungunya sangat lama. sehinga menghabiskan pulsa yang tidak sedikit. harusnya contoh bank sebelah yang bkin tanpa potong pulsa. kecewa,"Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,1,negatif,utk pelayanan informasi telp utk nungunya lama. sehinga menghabiskan pulsa sedikit. contoh bank sebelah bkin potong pulsa. kecewa
"hati dengan maybank finance cab naripan,.!","Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,1,negatif,"hati maybank finance cab naripan,.!"
satpamnya tidak ramah,"Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,1,negatif,satpamnya ramah
karyawan bank kurang ramah. dan ada karyawan yang kepribadianya minus tapi masih dipergunakan sebagai karyawan. merusak citra perusahan,Maybank,Kota Bandung,1,negatif,karyawan bank ramah. karyawan kepribadianya minus karyawan. merusak citra perusahan
"kesini harus bawa kursi sendiri, tidak dizinkan masuk yang anter, jadi kudu ngampar di teras selama pandemi",Maybank,Kota Bandung,1,negatif,"kesini bawa kursi sendiri, dizinkan masuk anter, kudu ngampar teras pandemi"
"csnya cuman sementara antrian panjang dan saya nunggu lama hampir jam ,",Maybank,Kota Bandung,1,negatif,"csnya cuman antrian nunggu jam ,"
astagfirulah sekali.dr mulai security smp mba mbanya yang kurang profesional mnrut saya.kt mbanya kesalahan sistem.kenapa bisa nasabah yang rugi.heran saya.smp mbanya d ganti sm yang wajahnya lebih melow.jawabanya msh mengecewakan.kesanya nasabah yang salah.,Maybank,Kota Bandung,1,negatif,astagfirulah sekali.dr security smp mba mbanya profesional mnrut saya.kt mbanya kesalahan sistem.kenapa nasabah rugi.heran saya.smp mbanya ganti sm wajahnya melow.jawabanya msh mengecewakan.kesanya nasabah salah.
"security dan petugas semua tidak profesional tutup jam . jam . sdh tidak boleh org masuk pdhl sudah ada nomer antrian tidak ada toleransi sama sekali pdhl sudah antri dr pagi ,mending ke pusat security ramah teler/petugas ramah"" kapok saya dtg ke cabang maybank sulaksana",Maybank,Kota Bandung,1,negatif,"security petugas profesional tutup jam . jam . sdh org masuk pdhl nomer antrian toleransi pdhl antri dr pagi ,mending pusat security ramah teler/petugas ramah"" kapok dtg cabang maybank sulaksana"
pelayanan tidak baik,"Maybank KC, KCS & Premier Asia Afrika Bandung",Kota Bandung,1,negatif,pelayanan
"saya ditawari produk investasi terproteksi yang dikeluarkan oleh pt majoris oleh sales maybank tahun . saya dijanjikan produk ini aman katena produk bumn. dan saya percaya jadi ikut berinvestasi. sudah tahun, saya minta dana dicairkan tahun tapi ternyata ada masalah dengan perusahan bumn tsb dan smp sekarang dana tidak kembali. janji dan surat hasil meting mereka cuma untuk membuat nasabah tenang seolah mereka berupaya tapi sangat mengecewakan karena sama sekali tidak ada progres setitikpun. sampai sekarang.",Maybank,Kota Bandung,1,negatif,"ditawari produk investasi terproteksi dikeluarkan pt majoris sales maybank . dijanjikan produk aman katena produk bumn. percaya berinvestasi. tahun, dana dicairkan perusahan bumn tsb smp dana kembali. janji surat hasil meting nasabah tenang berupaya mengecewakan progres setitikpun. sekarang."
"berdasarkan pengalaman pribadi, dan opini saya pribadi. sangat tidak recomended. pelayanan lama sekali pembukan rekening baru sampai tidak jadi karna terlalu lama",Maybank,Kota Bandung,1,negatif,"berdasarkan pengalaman pribadi, opini pribadi. recomended. pelayanan pembukan rekening karna"
ngabisin waktu masalah tidak selesai kan tai,Maybank,Kota Bandung,1,negatif,ngabisin selesai tai
"pelayanan lama bngt,padah sudah tidak ada customer",Maybank KCP Buah Batu,Kota Bandung,2,negatif,"pelayanan bngt,padah customer"
"securitynya ramah alhamdulilah , pelayanan buruk + lamanya ampe lebaran gajah . coba perbaiki lagi lah",Maybank KCP Buah Batu,Kota Bandung,1,negatif,"securitynya ramah alhamdulilah , pelayanan buruk + ampe lebaran gajah . coba perbaiki"
setiap mau ngambil western union ke mybank cabang buah batu selalu aja di tolak oleh satpam mau pun csnya dengan berbagai alasan ini itu kalau memang tidak bisa melayani layanan western union tidak ada plang western union berbeda dengan customer service yang dulu ramah !,Maybank KCP Buah Batu,Kota Bandung,1,negatif,ngambil western union mybank cabang buah batu aja tolak satpam csnya alasan melayani layanan western union plang western union berbeda customer service ramah !
pelayanan tidak memuasakan dan kurang cakap,Maybank KCP Buah Batu,Kota Bandung,1,negatif,pelayanan memuasakan cakap
"pelayananya lama banget di cs, sedang bercengkrama kali. satpam gak kasi nomor antrian ke nasabah, kalau ambil nomor antrian di layar customer service sla/sli keliatan, pasti muncul berapa nasabah yang numpuk dan harus gercep. akhirnya dengan kecewa mending pulang!",Maybank KCP Buah Batu,Kota Bandung,1,negatif,"pelayananya banget cs, bercengkrama kali. satpam gak kasi nomor antrian nasabah, ambil nomor antrian layar customer service sla/sli keliatan, muncul nasabah numpuk gercep. kecewa mending pulang!"
"pelayanan lelet,cso cuman yang beroprasi sementara pelangan banyak antri",Maybank KCP Buah Batu,Kota Bandung,2,negatif,"pelayanan lelet,cso cuman beroprasi pelangan antri"
"satpam tidak ramah, no atitude",Maybank,Kota Bandung,1,negatif,"satpam ramah, atitude"
satpamnya kasar. tidak ramah sedikitpun.,Maybank,Kota Bandung,1,negatif,satpamnya kasar. ramah sedikitpun.
prosesnya lama,Maybank,Kota Bandung,1,negatif,prosesnya
"pelayanan tidak memuaskan, sudah berapa kali kesini selalu lama dan ribet",Maybank,Kota Bandung,1,negatif,"pelayanan memuaskan, kali kesini ribet"
tingkatkan keramahan customer service terutama staf pria. telepon bank tidak pernah diangkat. tingkatkan profesionalismenya.,Maybank,Kota Bandung,1,negatif,tingkatkan keramahan customer service staf pria. telepon bank diangkat. tingkatkan profesionalismenya.
amat sangat lambat. buka rekening baru jam . padahal antrian cman orang. di tambah lagi nasabah dah pada nungu. customer service yang bernama deden malah di close . apa emang jam istrhatnya jam .?,Maybank,Kota Bandung,1,negatif,lambat. buka rekening jam . antrian cman orang. nasabah dah nungu. customer service bernama deden close . emang jam istrhatnya jam .?
everything is slow here,Maybank,Kota Bandung,1,negatif,everything slow
lama ganti kartu jam,Maybank,Kota Bandung,1,negatif,ganti kartu jam
"lama banget, tolong pihak management perbaiki sistem dan kedisiplinan para karyawanya, jam kerja jangan malah pada ngobrol ketawa, layani dulu nasabah dengan benar.",Maybank,Kota Bandung,1,negatif,"banget, tolong management perbaiki sistem kedisiplinan karyawanya, jam kerja ngobrol ketawa, layani nasabah benar."
"ini customer service malah pada ngobrol, saya nunggu sampai jam, lama dan terkesan tidak profesional",Maybank,Kota Bandung,1,negatif,"customer service ngobrol, nunggu jam, terkesan profesional"
"pelayanan lambat, csnya banyak, tapi yang melayani hanya satu orang, sangat tidak profesional",Maybank,Kota Bandung,1,negatif,"pelayanan lambat, csnya banyak, melayani orang, profesional"
"security sangat tidak ramah, check saja yang bertugas di hari senen, january jam .pm hanya menanyakan mau kemana, tanpa mau memarkirkan padahal saya jelas mau ke atm. harus di perhatikan oleh manager cabangnya nih pak",Maybank,Kota Bandung,1,negatif,"security ramah, check bertugas senen, january jam .pm kemana, memarkirkan atm. perhatikan manager cabangnya nih"
lama,Maybank,Kota Bandung,1,negatif,
"pelayanan yang sangat lambat, masa bikin rekening baru sudah jam belum kelar. heran!",Maybank,Kota Bandung,1,negatif,"pelayanan lambat, bikin rekening jam kelar. heran!"
"awalnya aplikasi mu d bekukan sementara, trus di suruh k cabang tempat pembuatan rekening, tp disana disuruh unlock tac/user id yang hasilnya malah rekening yang diblokir, kemudian disuruh bikin pelaporan dengan disambungkan k pusat, trus via telpon melakukan persaman data. setelah selesai diminta menungu hari kerja maksimal, tp tetap rekening masih terblokir. tiap haru coba cek masih tetap terblokir, akhirnya kembali lg k cabang setelah semingu, disana tetep tidak bisa harus nunggu besoknya, sudah nunggu sampai besok tetep tidak bisa dibuka. akhirnya langsung telpon k cal center sendiri malah diminta persaman data lg padahal di sistem mereka pelaporan saya yang awal sudah ada tp tidak ada tindak lanjut, dan disuruh nunggu lg hati kerja. mau sampai kapan? buang waktu tidak ada penyelesaian. kecewa kalau bukan karena payrol sudah males pake maybank sering sekali bermasalah dan penyelesaianya lambat.",Maybank KCP Gatot Subroto,Kota Bandung,1,negatif,"aplikasi mu bekukan sementara, trus suruh k cabang pembuatan rekening, tp disana disuruh unlock tac/user id hasilnya rekening diblokir, disuruh bikin pelaporan disambungkan k pusat, trus via telpon persaman data. selesai menungu kerja maksimal, tp rekening terblokir. haru coba cek terblokir, lg k cabang semingu, disana tetep nunggu besoknya, nunggu besok tetep dibuka. langsung telpon k cal center persaman data lg sistem pelaporan tp tindak lanjut, disuruh nunggu lg hati kerja. kapan? buang penyelesaian. kecewa payrol males pake maybank bermasalah penyelesaianya lambat."
pelayanan bank paling jelek yang pernah saya temui di dunia,Maybank KCP Gatot Subroto,Kota Bandung,1,negatif,pelayanan bank jelek temui dunia
"pelayanan sangat lambat, semoga bisa ditingkatkan apalagi karena covid sering sekali tutup, jadi sangat merepotkan",Maybank KCP Cibadak,Kota Bandung,1,negatif,"pelayanan lambat, semoga ditingkatkan covid tutup, merepotkan"
"securitynya kayanya bekas security pabrik bukan dari pelayanan, pelangan lagi ada masalah malah diomongin/ngegerutu dibelakang, padahal pelangan denger jelas apa yang dia omongin.",Maybank KCP Komplek Sumber Sari,Kabupaten Bandung,1,negatif,"securitynya kayanya bekas security pabrik pelayanan, pelangan diomongin/ngegerutu dibelakang, pelangan denger omongin."
pelayanan lama setor uang malah dimarahin karna uang di lipet suruh lebih rapih ada teler kaya gt saya pindah aja ke bank lain,Maybank KCP Kopo Sayati,Kabupaten Bandung,1,negatif,pelayanan setor uang dimarahin karna uang lipet suruh rapih teler kaya gt pindah aja bank
mau bayar cicilan nunggu telernya lama dibilang ke toilet lama gak nongol eh setengah jam kemudian securitynya bilang telernya baru turun istirahat. malah di arahin ke cabang tki jauh jauh dasar.,Maybank KCP Kopo Sayati,Kabupaten Bandung,1,negatif,bayar cicilan nunggu telernya dibilang toilet gak nongol eh jam securitynya bilang telernya turun istirahat. arahin cabang tki dasar.
salah penempatan titik lokasi,Maybank KCP METRO LAMPUNG,Kota Metro,1,negatif,salah penempatan titik lokasi
"saya sudah pernah kesitu terus mau ngurusin m banking biar bisa ke buka cerita nyamah pas kesitu langsung mulai di pangil pas didepan sama diperiksanya kurang lebih ada jam setengah ya ampun ,banyak ini itu ini itu enga kaya bank yang lain lupa tingal masukin no kartu atmnya doang sudah deh jadi, lah ini ko malah ribet amat sih,sampai kata telernya tungu senin pasti bisa eh pas di cobain tetep aja enga bisa,",Maybank KCP Mohammad Toha,Kota Bandung,1,negatif,"kesitu ngurusin banking biar buka cerita nyamah pas kesitu langsung pangil pas didepan diperiksanya jam ya ampun ,banyak enga kaya bank lupa tingal masukin kartu atmnya doang deh jadi, ko ribet sih,sampai telernya tungu senin eh pas cobain tetep aja enga bisa,"
jangan datang ke cabang ini kecuali anda penganguran yang punya banyak waktu. front ofice kosong hanya tersisa satpam padahal pukul . gues what? break time? lmao!,Maybank KCP Mohammad Toha,Kota Bandung,1,negatif,cabang kecuali penganguran waktu. front ofice kosong tersisa satpam . gues what? break time? lmao!
"parah pelayananya , lama ,lambat, jadi menyesal saya kesini.banyak waktu terbuang sia sia.",Maybank KCP Mohammad Toha,Kota Bandung,1,negatif,"parah pelayananya , ,lambat, menyesal kesini.banyak terbuang sia sia."
"lelet , lama , lama,cuma aktifasi ulang, makan waktu hampir jam lebih, kalau ngantri penuh dengan nasabah mending itu masuk akal.lah ini kosong,ngantri cuma kurang dari orang, banyak waktu terbuang.sat set dong, kayak di bank lain,pelayanan serba cepat, jangan lelet gini.parah parah .pelayananya.",Maybank KCP Mohammad Toha,Kota Bandung,1,negatif,"lelet , , lama,cuma aktifasi ulang, makan jam lebih, ngantri penuh nasabah mending masuk akal.lah kosong,ngantri orang, terbuang.sat set dong, kayak bank lain,pelayanan serba cepat, lelet gini.parah parah .pelayananya."
lama beut pelayananya parah,Maybank KCP Mohammad Toha,Kota Bandung,1,negatif,beut pelayananya parah
"lama banget pelayananya hampir , jam loh cuman benerin atm keblikirvdong parah banget pokonya jangan mau benerin disini , saya aja bank lain tidak selama ini",Maybank KCP Mohammad Toha,Kota Bandung,1,negatif,"banget pelayananya , jam loh cuman benerin atm keblikirvdong parah banget pokonya benerin , aja bank"
